,credit_card,reviews,user,comment,polarity,polarity_type
3707,State Bank of India Credit Card,"Every year, have good degree savings shopping, fuel dining with this card.",Shalini,"everi year, have good degre save shopping, fuel dine with thi card.",0.7,Positive
3708,State Bank of India Credit Card,surcharge amount waived fuel payments done with this card.,Suman,surcharg amount waiv fuel payment done with thi card.,0,Neutral
3709,State Bank of India Credit Card,This truly elite card with such elite offers.,Kavya,thi truli elit card with such elit offers.,0,Neutral
3710,State Bank of India Credit Card,"enjoying benefits shopping, dining traveling with elite card.",Kishan,"enjoy benefit shopping, dine travel with elit card.",0.4,Positive
3711,State Bank of India Credit Card,Nothing does better justice than this card. fetches rewards purchases.,Kishan,noth doe better justic than thi card. fetch reward purchases.,0.5,Positive
3712,State Bank of India Credit Card,great card with decent interest cost good rewards.,Manju,great card with decent interest cost good rewards.,0.555555556,Positive
3713,State Bank of India Credit Card,cannot believe that sent rewards value 5000 paying joining fee.,Sagar,cannot believ that sent reward valu 5000 pay join fee.,0,Neutral
3714,State Bank of India Credit Card,paid small 4999 joining this card with SBI. Pretty convenient.,Manjaree,paid small 4999 join thi card with sbi. pretti convenient.,-0.25,Negative
3715,State Bank of India Credit Card,"Even after years, this card brings just perfect variety rewards.",Parichit,"even after years, thi card bring just perfect varieti rewards.",1,Positive
3716,State Bank of India Credit Card,"shopping online offline, enjoying many offers, rewards cashbacks with this card.",Shazia,"shop onlin offline, enjoy mani offers, reward cashback with thi card.",0.4,Positive
3717,State Bank of India Credit Card,took master card variant this card. much rewarding,Mehak,took master card variant thi card. much reward,0.2,Neutral
3718,State Bank of India Credit Card,literally dont have carry cash because this card accepted just every outlet.,Abhishek,liter dont have carri cash becaus thi card accept just everi outlet.,0,Neutral
3719,State Bank of India Credit Card,This card accepted world wide. This makes travel convenient.,Tridha,thi card accept world wide. thi make travel convenient.,-0.1,Neutral
3720,State Bank of India Credit Card,Last month vacationing Dubai with family paid bills with this card. Great card with global acceptance.,Varsha,last month vacat dubai with famili paid bill with thi card. great card with global acceptance.,0.266666667,Positive
3721,State Bank of India Credit Card,Paris recently when needed cash withdrew same using this credit card.,Pritam,pari recent when need cash withdrew same use thi credit card.,0,Neutral
3722,State Bank of India Credit Card,planned vacation hotel bookings with this card.,Vibha,plan vacat hotel book with thi card.,0,Neutral
3723,State Bank of India Credit Card,didnt take over days getting card delivered.,Kashish,didnt take over day get card delivered.,0,Neutral
3724,State Bank of India Credit Card,salary average salaried individual with good credit score granted this loan with ease.,Manjeet,salari averag salari individu with good credit score grant thi loan with ease.,0.7,Positive
3725,State Bank of India Credit Card,Loving credit limit granted SBI. lacs!!,Mehak,love credit limit grant sbi. lacs!!,0.5,Positive
3726,State Bank of India Credit Card,paid reward redemption could shop from catalog.,Meena,paid reward redempt could shop from catalog.,0,Neutral
3727,State Bank of India Credit Card,Super happy have lifetime free this card from SBI.,Savi,super happi have lifetim free thi card from sbi.,0.366666667,Positive
3728,State Bank of India Credit Card,"year, saved around 6000 just movies purchasing tickets with this card.",Tridha,"year, save around 6000 just movi purchas ticket with thi card.",0,Neutral
3729,State Bank of India Credit Card,like many savings have started incurring with bank. best.,Seema,like mani save have start incur with bank. best.,1,Positive
3730,State Bank of India Credit Card,This year with they truly very rewarding.,Tashi,thi year with they truli veri rewarding.,0,Neutral
3731,State Bank of India Credit Card,flexi scheme helped purchase laptop from AMAZON easy EMI.,Farida,flexi scheme help purchas laptop from amazon easi emi.,0,Neutral
3732,State Bank of India Credit Card,easy money option great. draft against credit limit home.,Mehak,easi money option great. draft against credit limit home.,0.8,Positive
3733,State Bank of India Credit Card,needed money ordered from convenience home.,Veer,need money order from conveni home.,0,Neutral
3734,State Bank of India Credit Card,"Getting loan against this card convenient, quick hassle free.",Bhakti,"get loan against thi card convenient, quick hassl free.",0.366666667,Positive
3735,State Bank of India Credit Card,just paid minimum dues 1000 balance paid EMI.,Manveer,just paid minimum due 1000 balanc paid emi.,-0.125,Neutral
3736,State Bank of India Credit Card,Bill payments this card hassle free. love SBI.,Bina,bill payment thi card hassl free. love sbi.,0.45,Positive
3737,State Bank of India Credit Card,used flexi option helped convert higher values purchases easy EMIs,Farida,use flexi option help convert higher valu purchas easi emi,0.25,Neutral
3738,State Bank of India Credit Card,easy option conveniently solved hassles bill payments,Alina,easi option conveni solv hassl bill payment,0,Neutral
3739,State Bank of India Credit Card,like utility bill payment easy hassle free.,Mehak,like util bill payment easi hassl free.,0.4,Positive
3740,State Bank of India Credit Card,Used reward points purchasing son.,Meena,use reward point purchas son.,0,Neutral
3741,State Bank of India Credit Card,Glad that made card while making some purchases departmental store. rewards.,Grishma,glad that made card while make some purchas department store. rewards.,0.5,Positive
3742,State Bank of India Credit Card,vouchers from Hush Puppies Bata helped shop some nice shoes office.,Vibha,voucher from hush puppi bata help shop some nice shoe office.,0.6,Positive
3743,State Bank of India Credit Card,Cannot believe that paying joining 5000 would vouchers worth 5000.,Karanveer,cannot believ that pay join 5000 would voucher worth 5000.,0.3,Positive
3744,State Bank of India Credit Card,enjoying association with SBI. always best rewards.,Riya,enjoy associ with sbi. alway best rewards.,0.7,Positive
3745,State Bank of India Credit Card,happy that markup decently with bank.,Riddhi,happi that markup decent with bank.,0.166666667,Neutral
3746,State Bank of India Credit Card,interest cost lower than most other banks there.,Kishan,interest cost lower than most other bank there.,0,Neutral
3747,State Bank of India Credit Card,waived fuel surcharge fee. best bank ever.,Karan,waiv fuel surcharg fee. best bank ever.,1,Positive
3748,State Bank of India Credit Card,"milestone 50,000 rewards spending last year.",Veeraj,"mileston 50,000 reward spend last year.",0,Neutral
3749,State Bank of India Credit Card,Grocery shopping convenient rewarding with reward system SBI.,Veer,groceri shop conveni reward with reward system sbi.,0,Neutral
3750,State Bank of India Credit Card,This good value based card with amazing variety rewards offers everyday shopping.,Sanju,thi good valu base card with amaz varieti reward offer everyday shopping.,-0.1,Neutral
3751,State Bank of India Credit Card,gift catalogue definitely amazing variety gifts. Love saving points shopping from there.,Soha,gift catalogu definit amaz varieti gifts. love save point shop from there.,0.5,Positive
3752,State Bank of India Credit Card,redeemed reward points shopping from gift catalogue Sbi.,Tripti,redeem reward point shop from gift catalogu sbi.,0,Neutral
3753,State Bank of India Credit Card,Used reward points paying utility bills. easy.,Meena,use reward point pay util bills. easy.,0,Neutral
3754,State Bank of India Credit Card,"bank does better justice than this terms rewards,",Rishab,"bank doe better justic than thi term rewards,",0.5,Positive
3755,State Bank of India Credit Card,Converting higher value items easy with Flexi scheme card.,Chandni,convert higher valu item easi with flexi scheme card.,0.25,Neutral
3756,State Bank of India Credit Card,This card from gets rewards grocery shopping.,Shradha,thi card from get reward groceri shopping.,0,Neutral
3757,State Bank of India Credit Card,like complimentary lounge benefits that come with Elite Card.,Shobha,like complimentari loung benefit that come with elit card.,0,Neutral
3758,State Bank of India Credit Card,Renewing card again 4999. best!,Ravi,renew card again 4999. best!,1,Positive
3759,State Bank of India Credit Card,Couldn't have thought more superior card scheme. This best.,Surbhi,couldn't have thought more superior card scheme. thi best.,0.85,Positive
3760,State Bank of India Credit Card,Happy that joining pretty reasonable with benefits.,Hanu,happi that join pretti reason with benefits.,0,Neutral
3761,State Bank of India Credit Card,paid initial balance 4999 joining good welcome gifts with,Ananya,paid initi balanc 4999 join good welcom gift with,0.7,Positive
3762,State Bank of India Credit Card,Didn't ever thing that interest cost could such rewarding card.,Nina,didn't ever thing that interest cost could such reward card.,0,Neutral
3763,State Bank of India Credit Card,Enjoying vast variety rewards shopping benefits with SBI.,Vishwas,enjoy vast varieti reward shop benefit with sbi.,0.2,Neutral
3764,State Bank of India Credit Card,like payments utility bills simple hassle free with SBI.,Pankaj,like payment util bill simpl hassl free with sbi.,0.4,Positive
3765,State Bank of India Credit Card,"part club Vistara membership, lounge access free.",Kushal,"part club vistara membership, loung access free.",0.4,Positive
3766,State Bank of India Credit Card,Excited share with that other traveling with Vistara club Vistara member complimentary upgrade from economy business.,Erica,excit share with that other travel with vistara club vistara member complimentari upgrad from economi business.,0,Neutral
3767,State Bank of India Credit Card,"Whenever make shopping departmental stores, rewards.",Raghav,"whenev make shop department stores, rewards.",0,Neutral
3768,State Bank of India Credit Card,like with every spending fetches reward points.,Sheena,like with everi spend fetch reward points.,0,Neutral
3769,State Bank of India Credit Card,third year with rewards discounts just keep getting better.,Haneet,third year with reward discount just keep get better.,0.25,Neutral
3770,State Bank of India Credit Card,Like rewards from just keep escalating every time shop with,Reva,like reward from just keep escal everi time shop with,0,Neutral
3771,State Bank of India Credit Card,"With Vistara membership, easy upgrade from economy business class.",Vibha,"with vistara membership, easi upgrad from economi busi class.",0,Neutral
3772,State Bank of India Credit Card,have complimentary lounge access international domestic airports.,Kashma,have complimentari loung access intern domest airports.,0,Neutral
3773,State Bank of India Credit Card,"With Priority Pass Membership, facility early check additional baggage allowance.",Pavni,"with prioriti pass membership, facil earli check addit baggag allowance.",0,Neutral
3774,State Bank of India Credit Card,"part Club Vistara Silver Membership, Vistara points every spend INR.",Shivani,"part club vistara silver membership, vistara point everi spend inr.",0,Neutral
3775,State Bank of India Credit Card,Complimentary Priority Pass Membership with SBI. Good benefit.,Kavya,complimentari prioriti pass membership with sbi. good benefit.,0.7,Positive
3776,State Bank of India Credit Card,genuinely appreciate just keeps adding offers.,Jia,genuin appreci just keep ad offers.,0,Neutral
3777,State Bank of India Credit Card,wonder this card such positive reviews. This best! Love,Lakshay,wonder thi card such posit reviews. thi best! love,0.75,Positive
3778,State Bank of India Credit Card,Payment bills easy super quick with easy scheme SBI.,Saksham,payment bill easi super quick with easi scheme sbi.,0.333333333,Positive
3779,State Bank of India Credit Card,"Never have experienced such ease while banking. With this bank, even money delivered.",Mohini,"never have experienc such eas while banking. with thi bank, even money delivered.",0,Neutral
3780,State Bank of India Credit Card,"process documentation simple, easy convenient with SBI.",Prajakta,"process document simple, easi conveni with sbi.",0,Neutral
3781,State Bank of India Credit Card,Supremely excited share with convenient replacement card when lost card.,Divya,suprem excit share with conveni replac card when lost card.,0,Neutral
3782,State Bank of India Credit Card,happy with association with SBI. best bank that know,Harman,happi with associ with sbi. best bank that know,1,Positive
3783,State Bank of India Credit Card,Like rewards from just keep escalating every time shop with,Rega,like reward from just keep escal everi time shop with,0,Neutral
3784,State Bank of India Credit Card,once exceeded credit limit small charged from,Laxmi,onc exceed credit limit small charg from,-0.25,Negative
3785,State Bank of India Credit Card,paid small outstanding amount dues card.,Soha,paid small outstand amount due card.,-0.1875,Neutral
3786,State Bank of India Credit Card,interest charged Elite card only 3.35%. good rate,Innayat,interest charg elit card onli 3.35%. good rate,0.7,Positive
3787,State Bank of India Credit Card,"traveling internationally, booked tickets with this card amount next cycle.",Takdir,"travel internationally, book ticket with thi card amount next cycle.",0,Neutral
3788,State Bank of India Credit Card,like gives complimentary fraud cover when report about loss card.,Sagar,like give complimentari fraud cover when report about loss card.,0,Neutral
3789,State Bank of India Credit Card,"appreciate always coming with fascinating offers, schemes rewards.",Anubha,"appreci alway come with fascin offers, scheme rewards.",0,Neutral
3790,State Bank of India Credit Card,"know until last year, using Simply Save Card. Just recently, switched this seeing amazing variety rewards lounge benefits that with",Mahima,"know until last year, use simpli save card. just recently, switch thi see amaz varieti reward loung benefit that with",0,Neutral
3791,State Bank of India Credit Card,variety unusual discounts offers traveling shopping with card.,Monica,varieti unusu discount offer travel shop with card.,0,Neutral
3792,State Bank of India Credit Card,don't think there's card that does better justice shoppers travelers than this one.,Seeta,don't think there' card that doe better justic shopper travel than thi one.,0.5,Positive
3793,State Bank of India Credit Card,Pretty exciting share with that have been using this card three years most perfect card have used.,Parminder,pretti excit share with that have been use thi card three year most perfect card have used.,1,Positive
3794,State Bank of India Credit Card,particularly fascinated card benefit with card. helped another card sister free.,Dishant,particularli fascin card benefit with card. help anoth card sister free.,0.4,Positive
3795,State Bank of India Credit Card,"could have thought that just switching credit card, could save much.",Mahika,"could have thought that just switch credit card, could save much.",0.2,Neutral
3796,State Bank of India Credit Card,Hush Puppies voucher came welcome benefit. Used shopping!,Lisa,hush puppi voucher came welcom benefit. use shopping!,0,Neutral
3797,State Bank of India Credit Card,perfect reward based card with only 4999 joining fee.,Poysha,perfect reward base card with onli 4999 join fee.,0.1,Neutral
3798,State Bank of India Credit Card,Like fine degree benefits availing with card. best!,Manmeet,like fine degre benefit avail with card. best!,0.708333333,Positive
3799,State Bank of India Credit Card,used benefit similar card sister.,Akhilesh,use benefit similar card sister.,0,Neutral
3800,State Bank of India Credit Card,24/7 helpline came rescue when traveling Dubai needed urgent replacement.,Huma,24/7 helplin came rescu when travel dubai need urgent replacement.,0,Neutral
3801,State Bank of India Credit Card,Helped while needed assistance making travel bookings with their concierge facility.,Sagar,help while need assist make travel book with their concierg facility.,0,Neutral
3802,State Bank of India Credit Card,"losing card, easy replacement.",Lakshay,"lose card, easi replacement.",0,Neutral
3803,State Bank of India Credit Card,When spent retail reward points with SBI.,Rega,when spent retail reward point with sbi.,-0.1,Neutral
3804,State Bank of India Credit Card,complimentary fraud protection with card,Chandni,complimentari fraud protect with card,0,Neutral
3805,State Bank of India Credit Card,Amazed easy money option SBI. helps draft delivered home.,Amisha,amaz easi money option sbi. help draft deliv home.,0,Neutral
3806,State Bank of India Credit Card,easy bill facility helps utility bills time.,Jigar,easi bill facil help util bill time.,0,Neutral
3807,State Bank of India Credit Card,easy things with this card.,Amu,easi thing with thi card.,0,Neutral
3808,State Bank of India Credit Card,Made Flexi scheme. That helped home theatre.,Jia,made flexi scheme. that help home theatre.,0,Neutral
3809,State Bank of India Credit Card,Paying bills using reward points ease. Love,Pari,pay bill use reward point ease. love,0.5,Positive
3810,State Bank of India Credit Card,easy bill facility perfect feature card.,Misha,easi bill facil perfect featur card.,1,Positive
3811,State Bank of India Credit Card,"Using benefit card, free benefit card sibling.",Anubha,"use benefit card, free benefit card sibling.",0.4,Positive
3812,State Bank of India Credit Card,just renewed Elite card term 4999.,Suhani,just renew elit card term 4999.,0,Neutral
3813,State Bank of India Credit Card,paying bills grocery with this card rewards.,Pankaj,pay bill groceri with thi card rewards.,0,Neutral
3814,State Bank of India Credit Card,used Easy Bill facility card. This good help clearing bills.,Elina,use easi bill facil card. thi good help clear bills.,0.4,Positive
3815,State Bank of India Credit Card,"years old, professional applied this card. salary decent credit score decent too. card approved with ease.",Suhani,"year old, profession appli thi card. salari decent credit score decent too. card approv with ease.",0.144444444,Neutral
3816,State Bank of India Credit Card,"There easy cash withdrawal facility this card. Now, withdraw cash from ATMs across world with ease.",Kashish,"there easi cash withdraw facil thi card. now, withdraw cash from atm across world with ease.",0,Neutral
3817,State Bank of India Credit Card,"Whenever book movie tickets with card, good discounts BOGO offer.",Manisha,"whenev book movi ticket with card, good discount bogo offer.",0.7,Positive
3818,State Bank of India Credit Card,"past dues cleared, getting interest free period days.",Vivek,"past due cleared, get interest free period days.",0.03125,Neutral
3819,State Bank of India Credit Card,Within just days online application doorstep documentation card card approved Elite card issued.,Abdul,within just day onlin applic doorstep document card card approv elit card issued.,0,Neutral
3820,State Bank of India Credit Card,ever want switch other card. This best have used.,Nisha,ever want switch other card. thi best have used.,1,Positive
3821,State Bank of India Credit Card,Amazing dining shopping offers along with variety airline benefits. Perfect!,Dishant,amaz dine shop offer along with varieti airlin benefits. perfect!,1,Positive
3822,State Bank of India Credit Card,100% waiver surcharge fuel cost.,Vibha,100% waiver surcharg fuel cost.,0,Neutral
3823,State Bank of India Credit Card,This card free lifetime Super love,Fatima,thi card free lifetim super love,0.411111111,Positive
3824,State Bank of India Credit Card,"With Elite card, earn rewards, since most spending INR, reward points.",Suhani,"with elit card, earn rewards, sinc most spend inr, reward points.",0,Neutral
3825,State Bank of India Credit Card,"just made some purchases department store found that with every spend, reward points.",Pankaj,"just made some purchas depart store found that with everi spend, reward points.",0,Neutral
3826,State Bank of India Credit Card,stores across globe that accept Visa Mastercard take payments with Elite Card.,Girish,store across globe that accept visa mastercard take payment with elit card.,0,Neutral
3827,State Bank of India Credit Card,Paying bills utilities easy hassle free using easy bill facility card.,Bhuvan,pay bill util easi hassl free use easi bill facil card.,0.4,Positive
3828,State Bank of India Credit Card,This best card people enjoy shopping both online offline.,Bhavik,thi best card peopl enjoy shop both onlin offline.,0.7,Positive
3829,State Bank of India Credit Card,this Elite card father also benefit card with cost.,Anju,thi elit card father also benefit card with cost.,0,Neutral
3830,State Bank of India Credit Card,amazing with rewards. used reward points paying utility bills,Anubha,amaz with rewards. use reward point pay util bill,0,Neutral
3831,State Bank of India Credit Card,"paying joining fee, even gave some welcome offers.",Jigna,"pay join fee, even gave some welcom offers.",0,Neutral
3832,State Bank of India Credit Card,Like easy money facility SBI. Best possibly most unique feature you'll ever see.,Anubha,like easi money facil sbi. best possibl most uniqu featur you'll ever see.,1,Positive
3833,State Bank of India Credit Card,"people love traveling lot, this card best.",Lavish,"peopl love travel lot, thi card best.",0.75,Positive
3834,State Bank of India Credit Card,happy that could accrued reward points buying duffel bag.,Sujata,happi that could accru reward point buy duffel bag.,0,Neutral
3835,State Bank of India Credit Card,enjoy easy cash withdrawal facility ATMs across world.,Elina,enjoy easi cash withdraw facil atm across world.,0.4,Positive
3836,State Bank of India Credit Card,"With Elite card, interest free period days.",Ankur,"with elit card, interest free period days.",0.4,Positive
3837,State Bank of India Credit Card,When traveling this card really comes real handy since accepted round world.,Tanuja,when travel thi card realli come real handi sinc accept round world.,0,Neutral
3838,State Bank of India Credit Card,Elite Card very good with super rewards offers.,Sujata,elit card veri good with super reward offers.,0.516666667,Positive
3839,State Bank of India Credit Card,card benefit with this Elite card that helped credit card free.,Adhira,card benefit with thi elit card that help credit card free.,0.4,Positive
3840,State Bank of India Credit Card,"purchase groceries, rewards with this Elite card.",Diya,"purchas groceries, reward with thi elit card.",0,Neutral
3841,State Bank of India Credit Card,Documentation easy card reached with quick ease.,Dhruv,document easi card reach with quick ease.,0.333333333,Positive
3842,State Bank of India Credit Card,"Elite Card choice with fine variety offers types needs like shopping, travel dining.",Shahrukh,"elit card choic with fine varieti offer type need like shopping, travel dining.",0.416666667,Positive
3843,State Bank of India Credit Card,Flexipay amazing scheme this card. helped many higher value items over years.,Shubham,flexipay amaz scheme thi card. help mani higher valu item over years.,0.25,Neutral
3844,State Bank of India Credit Card,Pretty much amazed fine variety welcome coupons vouchers worth 5000 that with card.,Varsha,pretti much amaz fine varieti welcom coupon voucher worth 5000 that with card.,0.305555556,Positive
3845,State Bank of India Credit Card,"Even when traveling, covered since have this Elite card which accepted globally.",Tanya,"even when traveling, cover sinc have thi elit card which accept globally.",0,Neutral
3846,State Bank of India Credit Card,Glad that gives interest free period clearing dues timely.,Suhani,glad that give interest free period clear due timely.,0.21875,Neutral
3847,State Bank of India Credit Card,"every Rs.100 that spend card, Reward Points.",Mahima,"everi rs.100 that spend card, reward points.",0,Neutral
3848,State Bank of India Credit Card,Applying Elite card online easy hassle free.,Sujata,appli elit card onlin easi hassl free.,0.4,Positive
3849,State Bank of India Credit Card,enjoy interest free period card that ranges from 20-50 days.,Insa,enjoy interest free period card that rang from 20-50 days.,0.4,Positive
3850,State Bank of India Credit Card,This card accepted global level. best have seen from SBI.,Anuj,thi card accept global level. best have seen from sbi.,0.5,Positive
3851,State Bank of India Credit Card,could easily withdraw money from across country using card.,Meena,could easili withdraw money from across countri use card.,0,Neutral
3852,State Bank of India Credit Card,This perfect card with variety dining shopping offers.,Prakhar,thi perfect card with varieti dine shop offers.,1,Positive
3853,State Bank of India Credit Card,super satiated with variety benefits rewards that getting with this card.,Shubham,super satiat with varieti benefit reward that get with thi card.,0.333333333,Positive
3854,State Bank of India Credit Card,happy that this card bears little interest cost. amazing.,Manik,happi that thi card bear littl interest cost. amazing.,0,Neutral
3855,State Bank of India Credit Card,"online shopping this card, saved good value 15%.",Shazia,"onlin shop thi card, save good valu 15%.",0.7,Positive
3856,State Bank of India Credit Card,Movies cheaper since BOGO offers with this card.,Nivedita,movi cheaper sinc bogo offer with thi card.,0,Neutral
3857,State Bank of India Credit Card,super happy that this card from benefits hoping for.,Sanya,super happi that thi card from benefit hope for.,0.333333333,Positive
3858,State Bank of India Credit Card,24/7 helpline good benefit this card. sought help when card lost.,Mahi,24/7 helplin good benefit thi card. sought help when card lost.,0.7,Positive
3859,State Bank of India Credit Card,made travel bookings using Concierge Assistance.,Jaikar,made travel book use concierg assistance.,0,Neutral
3860,State Bank of India Credit Card,interest cost payable card just 3.35%. Pretty decent.,Nakusha,interest cost payabl card just 3.35%. pretti decent.,0.166666667,Neutral
3861,State Bank of India Credit Card,most complete comprehensive credit card.,Nikunj,most complet comprehens credit card.,0,Neutral
3862,State Bank of India Credit Card,Liking good value discounts rewards earning with SBI.,Rashmi,like good valu discount reward earn with sbi.,0.7,Positive
3863,State Bank of India Credit Card,enjoying fine variety bonuses with this card from SBI. good card.,Nikhil,enjoy fine varieti bonus with thi card from sbi. good card.,0.505555556,Positive
3864,State Bank of India Credit Card,This card good array discounts offers. best!,Anita,thi card good array discount offers. best!,0.85,Positive
3865,State Bank of India Credit Card,have literally never seen more comprehensive scheme card.,Koyal,have liter never seen more comprehens scheme card.,0,Neutral
3866,State Bank of India Credit Card,"This card from some exciting rewards from movies, dining travel.",Palak,"thi card from some excit reward from movies, dine travel.",0,Neutral
3867,State Bank of India Credit Card,"card, even took cash loan value credit limit.",Shruti,"card, even took cash loan valu credit limit.",0,Neutral
3868,State Bank of India Credit Card,"When card from damaged, they immediately replaced nominal cost.",Shriya,"when card from damaged, they immedi replac nomin cost.",0,Neutral
3869,State Bank of India Credit Card,This card from been travel partner with good credit limit that have with,Kamal,thi card from been travel partner with good credit limit that have with,0.7,Positive
3870,State Bank of India Credit Card,salary decent getting this card pretty eBay.,Seema,salari decent get thi card pretti ebay.,0.166666667,Neutral
3871,State Bank of India Credit Card,Like helped know credit score then this card.,Manmohan,like help know credit score then thi card.,0,Neutral
3872,State Bank of India Credit Card,just 4999 joining delivery this card.,Jagrit,just 4999 join deliveri thi card.,0,Neutral
3873,State Bank of India Credit Card,There little interest cost EMIs taken with this card.,Nutan,there littl interest cost emi taken with thi card.,0,Neutral
3874,State Bank of India Credit Card,like quick hassle free when lost card.,Harman,like quick hassl free when lost card.,0.366666667,Positive
3875,State Bank of India Credit Card,"just days from application, this card delivered",Deewan,"just day from application, thi card deliv",0,Neutral
3876,State Bank of India Credit Card,year salaried individual acquiring this card easy.,Lakshay,year salari individu acquir thi card easy.,0,Neutral
3877,State Bank of India Credit Card,credit limit with this card. great.,Kritagya,credit limit with thi card. great.,0.8,Positive
3878,State Bank of India Credit Card,pretty much like since they have always been rewarding beneficial.,Soham,pretti much like sinc they have alway been reward beneficial.,0.2,Neutral
3879,State Bank of India Credit Card,"Since travel lot, needed card everything. This fits perfectly.",Tara,"sinc travel lot, need card everything. thi fit perfectly.",0.4,Positive
3880,State Bank of India Credit Card,elite card fetches rewards dining partner restaurants,Sonia,elit card fetch reward dine partner restaur,0,Neutral
3881,State Bank of India Credit Card,only very nominal exceeding credit limit.,Pankaj,onli veri nomin exceed credit limit.,0,Neutral
3882,State Bank of India Credit Card,Glad that never overcharged with spending.,Sheeba,glad that never overcharg with spending.,0.5,Positive
3883,State Bank of India Credit Card,This card smart global acceptance. Love it!! Recommended1,Bhairavi,thi card smart global acceptance. love it!! recommended1,0.238095238,Neutral
3884,State Bank of India Credit Card,payments remain safe secure since this chip based card.,Pankaj,payment remain safe secur sinc thi chip base card.,-0.15,Neutral
3885,State Bank of India Credit Card,This contactless card making payments easy with,Kavya,thi contactless card make payment easi with,0,Neutral
3886,State Bank of India Credit Card,made card planned trip myself Maldives. became easy.,Shriya,made card plan trip myself maldives. becam easy.,0,Neutral
3887,State Bank of India Credit Card,used rewards payment utility bills. Happy!,Soha,use reward payment util bills. happy!,0,Neutral
3888,State Bank of India Credit Card,liking rewards dining shopping with SBI.,Tiana,like reward dine shop with sbi.,0,Neutral
3889,State Bank of India Credit Card,markup applicable card low. This good advantage with card.,Manik,markup applic card low. thi good advantag with card.,0.35,Positive
3890,State Bank of India Credit Card,"This card global acceptance. even traveling, this card.",Gauri,"thi card global acceptance. even traveling, thi card.",0,Neutral
3891,State Bank of India Credit Card,This perfect card which made balance transfer easy.,Parichit,thi perfect card which made balanc transfer easy.,1,Positive
3892,State Bank of India Credit Card,"With Flexi scheme, convert high value purchases EMI. Like",Faruk,"with flexi scheme, convert high valu purchas emi. like",0.16,Neutral
3893,State Bank of India Credit Card,easy utility bills with easy facility SBI.,Arti,easi util bill with easi facil sbi.,0,Neutral
3894,State Bank of India Credit Card,Amazed content with vast variety offers benefits that getting with elite card.,Ananya,amaz content with vast varieti offer benefit that get with elit card.,0,Neutral
3895,State Bank of India Credit Card,super happy that could save much with this card from SBI. good value based card.,Savita,super happi that could save much with thi card from sbi. good valu base card.,0.108333333,Neutral
3896,State Bank of India Credit Card,"just movies, saved around 6000 with this card from SBI.",Manohar,"just movies, save around 6000 with thi card from sbi.",0,Neutral
3897,State Bank of India Credit Card,"This card from perfect. helped save around 20,000 last annual year.",Shazia,"thi card from perfect. help save around 20,000 last annual year.",0.5,Positive
3898,State Bank of India Credit Card,"glad that such diverse scheme rewards, benefits offers",Anika,"glad that such divers scheme rewards, benefit offer",0.5,Positive
3899,State Bank of India Credit Card,This card fuel savings since exempt from payment surcharge.,Harry,thi card fuel save sinc exempt from payment surcharge.,0,Neutral
3900,State Bank of India Credit Card,"movie dining offers were good attraction when opted this card,",Ujjwal,"movi dine offer were good attract when opt thi card,",0.7,Positive
3901,State Bank of India Credit Card,genuinely haven't seen more rewarding offer based card.,Omar,genuin haven't seen more reward offer base card.,-0.8,Negative
3902,State Bank of India Credit Card,value benefits this card truly best.,Vacchan,valu benefit thi card truli best.,1,Positive
3903,State Bank of India Credit Card,bear small interest cost taken with card.,Sia,bear small interest cost taken with card.,-0.25,Negative
3904,State Bank of India Credit Card,"Shopping things departmental store, gets good variety rewards.",Shazia,"shop thing department store, get good varieti rewards.",0.7,Positive
3905,State Bank of India Credit Card,just redeemed reward points payment utility bills.,Mittal,just redeem reward point payment util bills.,0,Neutral
3906,State Bank of India Credit Card,easy scheme perfect payment bills dues.,Antra,easi scheme perfect payment bill dues.,0.4375,Positive
3907,State Bank of India Credit Card,rewards catalogue versatile. like,Rashmi,reward catalogu versatile. like,0,Neutral
3908,State Bank of India Credit Card,used easy money facility card that money delivered door.,Alina,use easi money facil card that money deliv door.,0,Neutral
3909,State Bank of India Credit Card,shopping grocery gets rewards with this card.,Sonia,shop groceri get reward with thi card.,0,Neutral
3910,State Bank of India Credit Card,getting number lounge access domestic international flights with this card.,Lavish,get number loung access domest intern flight with thi card.,0,Neutral
3911,State Bank of India Credit Card,24/7 helpline good benefit useful when lost card needed quick help.,Hardev,24/7 helplin good benefit use when lost card need quick help.,0.516666667,Positive
3912,State Bank of India Credit Card,plan trip Maldives called travel concierge assistance they customized trip.,Tuhin,plan trip maldiv call travel concierg assist they custom trip.,0,Neutral
3913,State Bank of India Credit Card,trident tier membership good deal hotel,Tahira,trident tier membership good deal hotel,0.7,Positive
3914,State Bank of India Credit Card,free upgrade from Economy business with Club Vistara Membership.,Farida,free upgrad from economi busi with club vistara membership.,0.4,Positive
3915,State Bank of India Credit Card,movie offers dining rewards great. Love,Manju,movi offer dine reward great. love,0.65,Positive
3916,State Bank of India Credit Card,recommend this Elite card you. best!,Meeta,recommend thi elit card you. best!,1,Positive
3917,State Bank of India Credit Card,love this Elite card umpteen number benefits brings.,Soha,love thi elit card umpteen number benefit brings.,0.5,Positive
3918,State Bank of India Credit Card,cost levied this card pretty decent benefits. best!,Kishan,cost levi thi card pretti decent benefits. best!,0.583333333,Positive
