,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
2702,Standard Chartered Bank Credit Card,the scb give ability redeem gift voucher,reward,15,78,4.266666667,5,0,credit,0.991530538
2703,State Bank of India Credit Card,chosen since got offer the limit rs41000 sufficient me if increased good the cash limit rs8000 annual chargeable the sanctioned time whenever benefit overall useful,shopping,69,364,4.417910448,28,0.33,credit,0.989948213
2704,ICICI Bank Credit Card,paid 99 inr redemption icici,reward,13,64,4,6,0,card,0.924534917
2705,Standard Chartered Bank Credit Card,using standard chartered 610 month since maintain salary account got pre approved offer within week received it life time free limit 25k they provided emi conversion applicable nominal charge use restaurant good,shopping,75,376,4.253521127,23,0.37,card,0.977308273
2706,State Bank of India Credit Card,redeemed got statement,reward,13,69,4.384615385,5,0,credit,0.992371857
2707,State Bank of India Credit Card,happy getting inr 500,reward,15,78,4.266666667,7,0.8,credit,0.989872456
2708,State Bank of India Credit Card,this give 100 surcharge waiver refill,fuel,13,67,4.230769231,4,0,offer,0.986674428
2709,HSBC Bank Credit Card,got great 10 discount done flipkart,shopping,10,56,4.7,3,0.8,offer,0.984166324
2710,State Bank of India Credit Card,using three year it fine value filled offer,reward,20,97,3.9,7,0.41,card,0.99121511
2711,State Bank of India Credit Card,the benefit magnificent lot,reward,15,77,4.2,5,1,card,0.977085114
2712,State Bank of India Credit Card,done departmental store fetch 5x,reward,11,67,5.181818182,4,0,benefit,0.984767675
2713,American Express Credit Card,truly commendable scheme fascinating system offer,reward,12,80,5.75,5,0.7,credit,0.992471278
2714,State Bank of India Credit Card,love fascinating benefit scheme elite,reward,14,79,4.714285714,5,0.6,benefit,0.95557636
2715,HDFC Bank Credit Card,there number lifestyle benefit coming way,lifestyle,13,70,4.461538462,6,0,card,0.992503107
2716,ICICI Bank Credit Card,based need requirement opted essential plan,reward,14,78,4.642857143,6,0,reward,0.97043997
2717,Citibank Credit Card,redeem gift voucher shop partner brand,reward,16,81,4.125,7,0,benefit,0.976496041
2718,Standard Chartered Bank Credit Card,getting travel spending done,reward,11,58,4.363636364,4,0,reward,0.993429124
2719,ICICI Bank Credit Card,this fetching 50 discount personal lifestyle fitness evaluation kairali,lifestyle,16,100,5.3125,5,0,credit,0.994185567
2720,State Bank of India Credit Card,pretty much impressed fab scheme use availing gift gift portal,reward,24,125,4.25,9,0.63,benefit,0.927519977
2721,Citibank Credit Card,with turbo coming way mega saving 267 purchase,fuel,19,90,3.789473684,7,0,fuel,0.992597818
2722,Citibank Credit Card,chosen citi bank since offered agentthere benefit getting giving cash back offer using past 15 20 day this chargeable transaction rs30000 year charge waived,fuel,70,333,4.125,29,-0.13,credit,0.753025651
2723,HSBC Bank Credit Card,so satiated spending done hotel bag 6 per inr 150 spent,reward,20,99,4,6,-0.1,benefit,0.992365897
2724,HDFC Bank Credit Card,using hdfc bank taken bank getting good using past 4 month onlythis life time free limit pretty good there option converting emi getting movie ticket offersthe service much convenient far,reward,64,334,4.301587302,22,0.3,credit,0.997413576
2725,State Bank of India Credit Card,cannot believe rewarding is it perfect,reward,12,65,4.5,4,0.75,reward,0.997978628
2726,Citibank Credit Card,rate interest high citi bank annual charge r 1000 sure wavier documentation process nice executive came office received within 1 week started using maximum emi facility,shopping,59,295,4.309090909,25,0.42,card,0.981209874
2727,State Bank of India Credit Card,this brings rewarding scheme irctc booking,reward,10,63,5.4,3,0.5,card,0.995819747
2728,State Bank of India Credit Card,on transaction inr 2000 first 2 month got benefit 2000,reward,19,92,3.894736842,6,0.25,benefit,0.994551539
2729,State Bank of India Credit Card,using taken online this delivered time limit good 1lakh good usethere cash back offer well usefuli using past 8 day really comfortable using,reward,76,350,4.104477612,29,0.31,credit,0.995494127
2730,State Bank of India Credit Card,the fascinating part brings many offer cashbacks type spending,cashback,21,111,4.333333333,11,0.6,credit,0.988485217
2731,State Bank of India Credit Card,in brand name bank annual fee zero limit higher side due this chosen point system really good online payment every month they charge interest emi conversion offering zero interest emi,reward,61,309,4.081967213,26,0.27,card,0.992019713
2732,State Bank of India Credit Card,cheaper since surcharge element waived off,fuel,15,78,4.266666667,7,0,benefit,0.991586864
2733,Citibank Credit Card,for redemption outlet turbo point equal 1 inr,reward,18,87,3.888888889,7,0,fuel,0.944201946
2734,Standard Chartered Bank Credit Card,applied standard chartered bank via channel taken 3 month process smooth used much they offered life time free limit sufficient use mainly online purchase benefit online purchase selected retail shop but provide offer,shopping,69,356,4.721311475,20,0.23,benefit,0.984009266
2735,HSBC Bank Credit Card,with fine array saving assured great,reward,14,73,4.285714286,6,0.61,card,0.981517911
2736,State Bank of India Credit Card,having state bank india last 2 year 1 point equal r 1 holding tata star getting cashbacks offer tata showroom they provided limit r 60000 need pay annual fee r 2500 providing voucher by using purchase anything tata star bazaar fine,reward,79,397,4.037974684,28,0.14,card,0.941765666
2737,State Bank of India Credit Card,lauded bonus 2000 payment fee,reward,13,63,3.923076923,6,0,benefit,0.992050231
2738,State Bank of India Credit Card,particularly love great choice offer,reward,13,72,4.615384615,5,0.65,card,0.991874754
2739,Citibank Credit Card,so love fine variety benefit impressive,reward,14,77,4.571428571,6,0.64,card,0.984843671
2740,Citibank Credit Card,glad beyond saving saving supermarket grocery too,shopping,14,90,5.5,5,0.5,offer,0.951980591
2741,State Bank of India Credit Card,happy opted it complement premium lifestyle,lifestyle,15,74,4,6,0.8,card,0.997113764
2742,State Bank of India Credit Card,whenever spend 100 inr save 2,reward,13,62,3.846153846,2,0,benefit,0.993036866
2743,State Bank of India Credit Card,love recommending everyone need rewarding really low cost,reward,18,95,4.333333333,8,0.33,card,0.986933947
2744,State Bank of India Credit Card,always fan fascinating system,reward,10,56,4.7,4,0.7,reward,0.90278393
2745,State Bank of India Credit Card,using taken online this really good chargeable need pay yearly basisthe agent shared required information processeverything smooth drawback faced,reward,51,290,4.8,21,0.55,credit,0.99887234
2746,State Bank of India Credit Card,this perfect fine variety benefit,reward,13,72,4.615384615,6,0.71,card,0.991884768
2747,State Bank of India Credit Card,the shop n smile catalogue perfect gift redemption,reward,14,82,4.928571429,3,0.65,reward,0.90124613
2748,Standard Chartered Bank Credit Card,duty free store incredibly rewarding brings saving 5 cashback,reward,17,92,4.470588235,7,0.45,reward,0.997050107
2749,State Bank of India Credit Card,having prime state bank india in voucher useful with small purchase anything they charging annual fee r 3000 waived use r 2 lakh year faced fraudulant activity kept pocket received message used 20 dollar u hence complaint immediately blocked lot follow up reversed money account must security,reward,116,586,4.060344828,57,-0.08,card,0.982067823
2750,ICICI Bank Credit Card,icici best term smaaash day wherein got discount 15 f b,reward,26,111,3.307692308,11,1,reward,0.955653131
2751,State Bank of India Credit Card,using taken banki getting discount benefit well movie ticket offer using almost 5 year this chargeable mostly getting discount using benefit movie ticket offer there,shopping,58,332,4.74137931,20,0.5,credit,0.997634172
2752,American Express Credit Card,true fee pretty high voucher benefit cashbacks make it,cashback,18,99,4.555555556,8,0.25,card,0.943929732
2753,HSBC Bank Credit Card,could easily redeem gift voucher shop partner merchant,reward,16,95,5,5,0.43,benefit,0.964400828
2754,State Bank of India Credit Card,supremely impressed vast multitude cashbacks offer offer,cashback,17,100,4.941176471,7,0.5,card,0.9066208
2755,State Bank of India Credit Card,always rewarding they gave free,reward,12,63,4.333333333,5,0.45,card,0.985588849
2756,State Bank of India Credit Card,paying cheap since surcharge waiver,fuel,15,72,3.866666667,7,0.4,fuel,0.988355339
2757,State Bank of India Credit Card,on online got discount inr 500,shopping,15,69,3.666666667,5,0,benefit,0.976609766
2758,State Bank of India Credit Card,buying ticket irctc rewarding brings valueback charge 10,reward,13,80,5.230769231,5,0.5,benefit,0.99760884
2759,American Express Credit Card,on payment joining fee got 11000 inr worth,reward,13,66,4.153846154,3,0.3,benefit,0.983922839
2760,American Express Credit Card,used amazon voucher came bluetooth speaker,shopping,15,86,4.8,7,0,spending,0.988606215
2761,State Bank of India Credit Card,like offer supremely great,reward,15,74,4,7,0.8,card,0.972061217
2762,HDFC Bank Credit Card,if customer account hdfc easy login account time need login mobile app access applied via online holding past 8 month it annual fee chargeable 500 rupee there waiver option spend 50k within year the limit 1l use online purchase based usage cash back it money back,shopping,96,440,3.965517241,30,0.05,fuel,0.988275468
2763,ICICI Bank Credit Card,super satiated fine variety benefit brings way,reward,16,90,4.6875,7,0.38,card,0.990045249
2764,State Bank of India Credit Card,the travel offer like priority check in additional baggage facility lounge access airline amazing,reward,22,141,5.454545455,5,0.6,card,0.967820883
2765,HDFC Bank Credit Card,am money back hdfc bank im getting cashback purchase like regardless fashion online grocery hence make cash redemption faced issue got limit r 5 lakh duration 25 year based usage,reward,67,354,4.298507463,27,0,card,0.987498581
2766,State Bank of India Credit Card,it easy earn many perfect,reward,14,68,3.928571429,6,0.64,credit,0.967892289
2767,Standard Chartered Bank Credit Card,on duty free spending done got 5 cashback,cashback,13,65,4.076923077,3,0.4,benefit,0.985617876
2768,State Bank of India Credit Card,redeemed gift catalogue,reward,13,72,4.615384615,5,0,reward,0.950591624
2769,ICICI Bank Credit Card,this perfect getting lot everyday spending,reward,18,92,4.166666667,8,0.4,credit,0.993286192
2770,Citibank Credit Card,this extremely saving good based love it,reward,13,66,4.153846154,4,0.36,card,0.994733512
2771,State Bank of India Credit Card,loving massive variety benefit it fine value,reward,18,95,4.333333333,7,0.34,card,0.992242515
2772,HDFC Bank Credit Card,it 3 year since im using hdfc variant money back there point redeem via cash gift voucher they enhanced limit regular basis they charge annual fee r 399 waived off spend r 20000,reward,65,323,3.984615385,26,0,credit,0.952869177
2773,American Express Credit Card,this fetch lifestyle privilege amazing travel movie offer,lifestyle,13,85,5.615384615,3,0.6,credit,0.993178904
2774,HDFC Bank Credit Card,holding hdfc regalia using one year it life time free limit 20k initial enhanced twice holding 148l recently purchased upto 70k using new house interior decoration converted emi got redeemed yet,reward,74,360,4.042253521,29,0.13,card,0.980482757
2775,State Bank of India Credit Card,in month save around 100 inr surcharge waiver applicable,fuel,14,74,4.357142857,3,0,fuel,0.985550344
2776,Citibank Credit Card,there small fee charged redemption,reward,12,63,4.333333333,6,-0.25,card,0.91224283
2777,American Express Credit Card,bear cost point redemption,reward,11,54,4,5,0,benefit,0.984952688
2778,State Bank of India Credit Card,super amazed diverse nature benefit cashbacks offered,cashback,16,93,4.875,7,0.33,offer,0.889641285
2779,Citibank Credit Card,super content amazing variety benefit vast variety mechanism,reward,17,101,5,7,0.31,card,0.990212321
2780,State Bank of India Credit Card,glad good wherein 1 point every 100 inr spent,reward,20,92,3.65,5,0.37,card,0.993955374
2781,State Bank of India Credit Card,this good value fine range online,reward,14,72,4.214285714,5,0.56,card,0.991805971
2782,State Bank of India Credit Card,bear inr 99 redemption,reward,11,53,3.909090909,5,0,reward,0.952137649
2783,State Bank of India Credit Card,happy around 20 day payment joining fee got 500 inr,reward,19,94,4,6,0.8,reward,0.977608681
2784,State Bank of India Credit Card,glad cheaper value since surcharge amount exempt me,fuel,18,88,3.944444444,7,0.5,benefit,0.99382776
2785,ICICI Bank Credit Card,super happy international spending,reward,12,74,5.25,6,0.38,card,0.98233515
2786,ICICI Bank Credit Card,with could choose form various plan find one would best satiate need,reward,21,114,4.476190476,5,0.5,credit,0.989502907
2787,American Express Credit Card,not voucher deal benefit also fetch abundant variety cashback offer,cashback,23,133,4.826086957,10,0.6,card,0.971710861
2788,HDFC Bank Credit Card,on renewal 5000,reward,13,63,3.923076923,5,0,benefit,0.990670264
2789,American Express Credit Card,on every inr 50 spend amex 1 point,reward,16,69,3.375,3,0,spending,0.981332242
2790,ICICI Bank Credit Card,using icici one year they provided annual fee chargeable waiver option applicable the limit okay 50k since need purchase 45k month limit sufficient swipe travel purpose opted emi conversion,fuel,73,362,4.264705882,29,0.5,credit,0.987214923
2791,State Bank of India Credit Card,super happy simply save save much form,reward,18,85,3.777777778,7,0.33,benefit,0.981515408
2792,State Bank of India Credit Card,the payment grocery fetched 5x,reward,10,60,5.1,3,0,benefit,0.987712502
2793,Citibank Credit Card,this term perfect ever,reward,11,57,4.272727273,4,1,reward,0.996221602
2794,American Express Credit Card,redeem variety alternative it best,reward,14,70,4.071428571,7,1,reward,0.873232245
2795,State Bank of India Credit Card,like diverse it best bank,reward,14,64,3.642857143,7,1,reward,0.986777902
2796,HSBC Bank Credit Card,the system hsbc great it brings multiple saving,reward,14,74,4.357142857,4,0.4,benefit,0.979348183
2797,State Bank of India Credit Card,the milestone benefit perfect ever seen,reward,15,79,4.333333333,6,1,benefit,0.976466298
2798,State Bank of India Credit Card,liking good value discount earning,reward,12,66,4.583333333,4,0.7,benefit,0.92374748
2799,ICICI Bank Credit Card,this perfect people enjoy lot,shopping,12,61,4.166666667,5,0.7,card,0.993846774
2800,State Bank of India Credit Card,like getting 10 every 100 inr spend departmental store,reward,18,93,4.222222222,5,0,reward,0.975420773
2801,Standard Chartered Bank Credit Card,the rate come decent 33 happy,reward,11,52,3.818181818,4,0.48,reward,0.989958823
2802,State Bank of India Credit Card,got 5x every 100 inr spent utility bill,reward,12,61,4.166666667,2,-0.1,card,0.969865978
2803,HDFC Bank Credit Card,using hdfc 3 year got offer direct bank it life time free limit 28k raised 61k enhanced thrice gst charge high applicable transaction emi conversion applicable nominal charge use cash back benefit,fuel,73,373,4.23943662,27,0.17,offer,0.99013257
2804,American Express Credit Card,the good deal benefit applicable great,fuel,13,68,4.307692308,5,0.75,offer,0.991184652
2805,State Bank of India Credit Card,cannot complain since benefit system best,reward,16,86,4.4375,7,1,card,0.989507198
2806,HSBC Bank Credit Card,happy satiated it brings plethora,reward,12,68,4.75,5,0.8,card,0.99317044
2807,State Bank of India Credit Card,on every grocery done good value,shopping,14,74,4.357142857,3,0.7,benefit,0.991101086
2808,HDFC Bank Credit Card,recent taken hdfc bank online received within 20 day documentation simple executive collected time they offered limit r 90k free use dining,shopping,50,258,4.446808511,15,0.13,credit,0.992340684
2809,ICICI Bank Credit Card,using icici platinum past 23 year since holding salary account hence got pre approved offer at initial provided limit 15k enhanced 50k done once this life time free done many emi conversion 0 the customer service good getting many offer check transaction payment mobile itself getting good,reward,91,453,4.321428571,25,0.36,card,0.984224737
2810,HSBC Bank Credit Card,3x spending done telecom,reward,11,52,3.818181818,4,0,benefit,0.984847188
2811,HSBC Bank Credit Card,it super easy redeem shop catalogue hsbc,reward,17,82,3.882352941,9,0.38,benefit,0.942366362
2812,ICICI Bank Credit Card,this let choose form 3 different plan depending spend category essential travel,reward,24,141,4.916666667,8,0,credit,0.989767909
2813,Citibank Credit Card,on transaction getting 4 rp per 150 r spent,fuel,13,61,3.769230769,2,-0.1,fuel,0.989710927
2814,American Express Credit Card,on flight booking done accrued saved 40000,reward,16,87,4.5,5,0,benefit,0.990514517
2815,State Bank of India Credit Card,from using simply save 2 month applied online channel this bank good customer service whenever alert message instantly using purpose need pay annual charge r 499 without waive off,shopping,54,286,4.396226415,19,0.23,card,0.989635408
2816,State Bank of India Credit Card,no surcharge amount paid refill,fuel,14,68,3.928571429,6,0,offer,0.988636434
2817,ICICI Bank Credit Card,bear surcharge cost icici payment,fuel,15,75,4.066666667,7,0,fuel,0.998093963
2818,State Bank of India Credit Card,this good benefit helped acquire incredible cashbacks,cashback,15,88,4.933333333,6,0.8,card,0.991015851
2819,State Bank of India Credit Card,at preferred partner 15 per spending 100 inr,reward,17,85,4.058823529,4,0,spending,0.981171668
2820,State Bank of India Credit Card,got much online offer hence chosen the limit good whatever informed got this yearly chargeable need pay rs499 there benefit getting cash back offer well,reward,53,275,4.46,15,0.3,credit,0.99212563
2821,Standard Chartered Bank Credit Card,got good cashback 5 duty free spending,cashback,13,61,3.769230769,5,0.55,benefit,0.983549297
2822,State Bank of India Credit Card,using simply save state bank india getting online offer furniture electronic my annual fee waived even though use certain limit hence need pay r 600 per annum im satisfied limit provided,shopping,58,304,4.25862069,19,0.24,card,0.979038537
2823,State Bank of India Credit Card,using taken online for protection deducted rs2000 informed applying prime getting discount benefit therethe limit 40k satisfied service,shopping,52,288,4.647058824,21,0.5,credit,0.99381572
2824,State Bank of India Credit Card,happy fine variety valueback getting,reward,14,76,4.5,6,0.61,benefit,0.906451523
2825,State Bank of India Credit Card,the elite amazing getting 5x grocery spending,reward,13,74,4.769230769,3,0.6,reward,0.968986988
2826,State Bank of India Credit Card,love it brings magnificent saving,fuel,10,58,4.9,2,0.75,card,0.994712591
2827,State Bank of India Credit Card,the reason opted elite one card available market today offer excellent travel movie benefit,reward,33,175,4.333333333,15,0.7,benefit,0.987037659
2828,American Express Credit Card,impressed good mix offer deal,reward,13,68,4.307692308,6,0.85,card,0.989274383
2829,State Bank of India Credit Card,the benefit magnificent lot,shopping,15,77,4.2,5,1,card,0.977085114
2830,Citibank Credit Card,using india oil citi platinum earn payment otherwise too,fuel,17,90,4.352941176,5,0,card,0.987576365
2831,HSBC Bank Credit Card,on dining done along 15 discount,reward,16,81,4.125,5,0,benefit,0.99393791
2832,State Bank of India Credit Card,redeemed shop shop n smile catalogue,reward,13,68,4.307692308,4,0.3,benefit,0.939421773
2833,State Bank of India Credit Card,got worth 500 inr welcome gift payment annual fee,reward,17,85,4.058823529,5,0.55,reward,0.982462943
2834,State Bank of India Credit Card,bank lauded travel lifestyle voucher payment welcome fee,lifestyle,16,88,4.5625,7,0.8,reward,0.995236039
2835,HSBC Bank Credit Card,so content massive coming way ever since switched,reward,16,85,4.375,5,0,card,0.980704546
2836,State Bank of India Credit Card,with simply save getting array welcome offer waiver,reward,18,96,4.388888889,5,0.4,card,0.984322429
2837,ICICI Bank Credit Card,redeemed catalogue,reward,12,72,5.083333333,4,0,credit,0.975770354
2838,State Bank of India Credit Card,the goi provided additional deal 075 cost,fuel,15,73,3.933333333,7,0,fuel,0.990261853
2839,State Bank of India Credit Card,literally seen bank offering 10x every 100 inr spent best,reward,19,94,4,6,0.45,spending,0.938731372
2840,State Bank of India Credit Card,this fetched voucher top lifestyle travel brand,lifestyle,11,67,5.181818182,3,0.5,card,0.994734585
2841,HSBC Bank Credit Card,this true sense lifestyle brings massive offer,reward,16,89,4.625,6,0.18,credit,0.99680686
2842,ICICI Bank Credit Card,redeemed payback gift catalogue,shopping,12,73,5.166666667,6,0,reward,0.980346024
2843,State Bank of India Credit Card,super happy multitude cashback offer getting,reward,17,93,4.529411765,8,0.57,card,0.954797566
2844,HDFC Bank Credit Card,from hdfc bank using master 8 year it life time free annual charge limit good emi option available use mostly bill payment dinning cash back offer 11 movie ticket offer use purpose given good service,shopping,71,353,4.101449275,17,0.45,credit,0.992048979
2845,State Bank of India Credit Card,there milestone set spending 3 lac got 10inr worth,reward,17,96,4.705882353,3,0.3,reward,0.943733215
2846,HDFC Bank Credit Card,super happy receiving 5x hdfc shopped snapdeal,reward,16,86,4.4375,7,0.57,benefit,0.979933321
2847,State Bank of India Credit Card,worth 500 inr free paying welcome fee inr 500,fuel,17,78,3.647058824,5,0.5,offer,0.990953207
2848,Standard Chartered Bank Credit Card,this scb brings plethora fine dining,reward,13,69,4.384615385,4,0.42,credit,0.997253299
2849,State Bank of India Credit Card,dont think bank provides comprehensive range offer doe,reward,18,99,4.555555556,7,0,reward,0.915227234
2850,Citibank Credit Card,it easy redeem benefit accrued,reward,14,72,4.214285714,7,0.43,card,0.975395918
2851,ICICI Bank Credit Card,from icici bank amazon pay in 5 cashback amazon website amazon 1 cashback website here 1 equal r 1 using almost 2 year connecting call centre people quite tough,shopping,64,326,4.109375,25,-0.19,credit,0.990426183
2852,American Express Credit Card,the earn rate pretty good 1 rp per inr 50 spent,reward,15,65,3.4,1,0.28,reward,0.984886885
2853,HSBC Bank Credit Card,both online well offline easy,shopping,13,67,4.230769231,6,0.43,card,0.992273808
2854,State Bank of India Credit Card,faced issue using this delivered time limit 75000 told 15l difficulty there cash back offer well used used once chargeable need pay 499 rupee yearly basis,reward,75,346,4.059701493,30,0,credit,0.961131573
2855,State Bank of India Credit Card,used accrued getting statement super satiated,reward,16,93,4.875,5,0.33,credit,0.993612528
2856,American Express Credit Card,there perfect getting fine benefit amex,reward,17,88,4.235294118,7,0.71,credit,0.958595634
2857,State Bank of India Credit Card,totally recommend anyone number expense,fuel,13,74,4.769230769,5,0,fuel,0.995303571
2858,HDFC Bank Credit Card,since travel lot redeemed airline ticket booking,reward,14,80,4.785714286,4,0,credit,0.964034677
2859,State Bank of India Credit Card,only could brought fine variety low cost,reward,20,95,3.8,10,0.14,card,0.981174529
2860,State Bank of India Credit Card,got limit 127l holding 5 month applied online preferred emi conversion it simply save only drawback customer service reachable whenever contact them received 2 week verification done they good service used far got 1215 already redeemed according good family member,reward,92,484,4.366666667,33,0.3,credit,0.986750484
2861,Citibank Credit Card,redeemed turbo cashback every 1 turbo point value 035 inr,cashback,18,88,3.944444444,6,0,benefit,0.946805596
2862,State Bank of India Credit Card,not fine based also offer array benefit,reward,18,91,4.111111111,8,-0.21,reward,0.9875319
2863,HDFC Bank Credit Card,holding hdfc 10 month applied channel it annual fee chargeable 1k waiver option certain amount usage within year the limit sufficient emi conversion applicable if contact proper response end use restaurant based usage cash limit 16k,reward,78,419,4.384615385,28,0.11,credit,0.983740807
2864,State Bank of India Credit Card,using since 2019 like travel benefit lot rate unsatisfactory with high annual fee expected offer decent the customer care service also good overall good,shopping,52,285,4.5,18,0.27,credit,0.992374539
2865,ICICI Bank Credit Card,icici offered bank using past 1 month this life time free limit le rs30000i getting movie ticket offer benefit the useful emergency situation,fuel,57,294,4.175438596,23,0.15,credit,0.985956907
2866,Citibank Credit Card,getting fab form air mile,reward,14,63,3.571428571,6,0,benefit,0.994004071
2867,State Bank of India Credit Card,absolutely complaint it multitude cashbacks,cashback,15,89,5,7,-0.3,card,0.991601884
2868,Citibank Credit Card,the system best love it1,reward,12,60,4.083333333,4,0.75,credit,0.985462129
2869,State Bank of India Credit Card,the payment grocery fetched 5x,shopping,10,60,5.1,3,0,benefit,0.987712502
2870,State Bank of India Credit Card,no extra benefit only basic feature could better,reward,12,74,5.25,3,0.13,card,0.886125922
2871,State Bank of India Credit Card,lifestyle travel apparel movie grocery voucher received paying welcome fee,lifestyle,14,97,6,4,0.8,benefit,0.990390539
2872,Citibank Credit Card,my cost come ever since switched,fuel,13,62,3.846153846,4,0,fuel,0.993151724
2873,Citibank Credit Card,this fine excellent benefit,reward,10,56,4.7,4,0.71,card,0.993841052
2874,HSBC Bank Credit Card,happy per spending r 150 2,reward,15,71,3.8,4,0.8,benefit,0.989654779
2875,State Bank of India Credit Card,supremely impressed happy massive variety saving brought way,reward,21,121,4.80952381,10,0.6,card,0.978774905
2876,Citibank Credit Card,this highly rewarding accepted online offline platform,reward,14,84,5.071428571,5,0.5,reward,0.993789911
2877,American Express Credit Card,for people travel every then super rewarding,reward,14,75,4.428571429,6,0.42,card,0.995396018
2878,State Bank of India Credit Card,applied bharath petrol directly bank mostly use surcharge waiver getting 5 discount online actually app pretty good making payment app only last 3 month ago increased limit r 160l,shopping,60,328,4.559322034,22,0.22,fuel,0.997515142
2879,ICICI Bank Credit Card,with american express connect getting massive range benefit travel lodging dining retail online,shopping,21,131,5.285714286,6,0,benefit,0.985797048
2880,American Express Credit Card,went accrue later used getting bill,reward,18,88,3.944444444,9,0,credit,0.981083035
2881,Citibank Credit Card,redeem indian oil citi bank various online partner,reward,14,76,4.5,4,0,credit,0.964693189
2883,State Bank of India Credit Card,my surcharge amount petrol waived paid cost using,fuel,19,92,3.894736842,8,0,fuel,0.994069695
2884,State Bank of India Credit Card,on non retail spending 1 point every 100 inr spend,fuel,19,89,3.736842105,4,0,spending,0.972025096
2885,Standard Chartered Bank Credit Card,on first transaction done mmt via got discount 10000 cashback,cashback,18,92,4.166666667,6,0,card,0.982862294
2886,State Bank of India Credit Card,used purchase gift mom catalogue,reward,17,83,3.941176471,9,0.25,spending,0.965883553
2887,HDFC Bank Credit Card,from hdfc bank using master 8 year it life time free annual charge limit good emi option available use mostly bill payment dinning cash back offer 11 movie ticket offer use purpose given good service,fuel,71,353,4.101449275,17,0,credit,0.992048979
2888,State Bank of India Credit Card,nothing better justice it fetch purchase,reward,17,93,4.529411765,9,0.45,card,0.992465436
2889,American Express Credit Card,totally love dining privilege made available,reward,13,79,5.153846154,4,0.5,card,0.983445406
2890,American Express Credit Card,impressed vivid nature offer discount scheme cashbacks,cashback,17,102,5.058823529,7,0.45,card,0.989846289
2891,Citibank Credit Card,there multitude saving cashback deal available indian oil city bank,cashback,17,95,4.647058824,6,0.56,card,0.970380068
2892,State Bank of India Credit Card,good offer seen website this useful daily use getting they provided limit r 50000 they charged annual fee r 2500 purchase r 1 lakh waived off they sent time,reward,68,329,3.852941176,29,0.4,credit,0.973709404
2893,State Bank of India Credit Card,grocery elite get 5x,reward,11,60,4.545454545,3,0.33,benefit,0.981890559
2894,State Bank of India Credit Card,1 surcharge waiver cost,fuel,15,68,3.6,7,0,fuel,0.988926709
2895,State Bank of India Credit Card,in applied bpcl normal in providing 5 cashback purchase said 70 litre petrol free year read paper fill petrol r 100 4 they said charge r 500 charging protection plan r 1700 informed earlier now charging annual fee r 2999 check same trying call centre people call getting connected they maintain transparency,cashback,110,562,4.118181818,51,0,fuel,0.998226345
2896,State Bank of India Credit Card,happy rewarding always it best bank ever associated with,reward,19,98,4.210526316,8,0.14,reward,0.966547966
2897,State Bank of India Credit Card,used card none rewarding one,reward,15,75,4.066666667,8,0.77,reward,0.983703792
2898,State Bank of India Credit Card,like let enjoy fine range benefit,reward,14,70,4.071428571,5,0.5,offer,0.934886515
2899,Standard Chartered Bank Credit Card,this fetch array lifestyle travel hotel dining privilege,lifestyle,15,94,5.333333333,5,0.41,credit,0.994921923
2900,HSBC Bank Credit Card,whenever international flight booking mmt given cashback inr 10000,cashback,16,90,4.6875,5,0,benefit,0.94738251
2901,State Bank of India Credit Card,sent amazing lifestyle travel voucher way along,lifestyle,14,78,4.642857143,4,0,reward,0.985100567
2902,Citibank Credit Card,the turbo point system perfect,reward,12,65,4.5,4,0.6,credit,0.990488946
2903,HSBC Bank Credit Card,this perfectly great based assures massive saving,reward,12,74,5.25,3,1,reward,0.992988169
2904,State Bank of India Credit Card,super satiated vivid variety getting,reward,14,76,4.5,6,0.4,benefit,0.87879169
2905,State Bank of India Credit Card,on elite got 50000 milestone privilege,reward,14,79,4.714285714,3,0.23,card,0.993463516
2906,Citibank Credit Card,for airline booking indigo redeem accrued,reward,12,70,4.916666667,4,0,benefit,0.990744472
2907,HSBC Bank Credit Card,glad could redeem airmiles,reward,11,54,4,4,0,benefit,0.980476499
2908,State Bank of India Credit Card,like 5x getting,reward,13,60,3.692307692,5,0.5,credit,0.996371329
2909,HSBC Bank Credit Card,online application got 10 cashback,cashback,12,62,4.25,5,0,card,0.972784221
2910,Standard Chartered Bank Credit Card,loved 10k cashback benefit applicable,cashback,9,55,5.222222222,3,0,benefit,0.985153735
2911,State Bank of India Credit Card,got surcharge waiver 1 elite,fuel,13,59,3.615384615,4,0.7,offer,0.987487376
2912,State Bank of India Credit Card,on done getting 4 per 100 inr spent,shopping,18,86,3.833333333,4,0,spending,0.97957468
2913,State Bank of India Credit Card,total saving 382 value refill,fuel,17,75,3.470588235,8,-0.1,fuel,0.989932358
2914,State Bank of India Credit Card,the bonus 2000 got spending 2000 first 2 month made happy,reward,23,107,3.695652174,9,0,benefit,0.987559378
2915,State Bank of India Credit Card,this massive advantage since brings fine variety,reward,14,76,4.5,5,0.53,benefit,0.997229457
2916,Citibank Credit Card,redeem voucher shop online,reward,11,63,4.818181818,4,0.21,benefit,0.958270133
2917,ICICI Bank Credit Card,went ahead travel program icici enjoying benefit travel portal travel agent car rental,reward,28,154,4.535714286,11,0,benefit,0.99742347
2918,State Bank of India Credit Card,this fine value brings incredible time,reward,13,71,4.538461538,5,0.5,card,0.992361307
