ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
"@CNBCTV18News @kothariabhishek SBI CARD, the ONLY listed Credit Card player is going thru very bad phase for the pa  ",08-03-2022 15:01,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
"@Crazynaval currently more adding hdfc life, hdfc bank, sbi card in this correction.
is any future threat to credit card business ?",07-03-2022 07:54,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
@SBICard_Connect SBI executive called me but they dont understand my dispute regarding cibil enquiry from sbi cred  ,06-03-2022 14:52,FALSE,0,0,-1,SBI,Mumbai,India,FALSE
@TechnoFino @Skh27 So if I have one Axis Bank credit card and want to apply another one should I have to resubmit my KYC?,18-03-2022 10:51,FALSE,0,1,0,Axis,Bangalore,India,FALSE
"@AxisBankSupport Hi There,

I have applied for Axis Airtel Credit card on 12th March 22 with application ID :C1-000  ",18-03-2022 08:44,FALSE,0,1,0,Axis,Bangalore,India,FALSE
@AxisBank @AxisBankSupport  I received the below message earlier today. Seems to be sent from Axis message center.  ,17-03-2022 15:04,FALSE,0,1,0,Axis,Bangalore,India,FALSE
"Credit card enthusiasts: Please make any 5 star hotel Co-branded credit card in India!!

Axis bank: Idk about that  ",16-03-2022 10:56,FALSE,0,3,0,Axis,Bangalore,India,FALSE
"Flipkart Axis Bank Credit Card surpasses 2 million users
AxisBank Bengaluru CreditCard flipkart mumbai
 ",16-03-2022 08:06,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"Flipkart Axis Bank Credit Card surpasses 2 million users
 ",16-03-2022 08:05,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBankSupport I have a flipkart axis credit card bank .I needed help activating it. For that I contacted custome  ,15-03-2022 05:45,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@Flipkart @flipkartsupport 
I recently received my Flipkart axis Bank credit card. When I was applying for the card  ",15-03-2022 02:38,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@TechnoFino Got Airtel Axis Credit Card instantaneously.  ,14-03-2022 17:26,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@flipkartsupport @AxisBankSupport I am not getting the reward on my flipkart axis bank credit card for any purchase  ,14-03-2022 15:24,FALSE,0,0,1,Axis,Bangalore,India,FALSE
"Dear @AxisBankSupport I received a Flipkart credit card yesterday.
Issue is I'm not able to generate pin via app,ne  ",14-03-2022 15:16,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@creditcardz_in @HDFC_Bank @AxisBank @DinersClub I recently took Axis Magnus credit card, I called up customer care  ",14-03-2022 11:33,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@AxisBank I recently took Axis Magnus credit card, I called up customer care to request for Yatra travel voucher. H  ",14-03-2022 11:31,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@AxisBankSupport I recently took Axis Magnus credit card, I called up customer care to request for Yatra travel vou  ",14-03-2022 11:30,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBankSupport - why are you rejecting a transaction with irctc on Paytm Gateway? Also if you are rejecting then  ,14-03-2022 02:31,FALSE,0,0,-2,Axis,Bangalore,India,FALSE
@flipkartsupport @flipkartsupport - last month got call from Flipkart executive regarding Flipkart axis Bank credit  ,12-03-2022 10:48,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBank @AxisBankSupport want to upgrade my Master Flipkart credit card to lifetime Free Flipkart Axis bank Visa  ,12-03-2022 08:58,FALSE,0,0,2,Axis,Bangalore,India,FALSE
@AxisBank @AxisBankSupport @RBI want to upgrade my existing Flipkart axis bank credit card in Flipkart lifetime cre  ,12-03-2022 08:35,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBank myself already using Flipkart axis bank credit card which chargeable card and requested to customer care  ,12-03-2022 08:31,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBank what a great policy of bank New customer can get lifetime free credit card but already using Axis Flipkar  ,12-03-2022 08:29,FALSE,0,0,2,Axis,Bangalore,India,FALSE
"@AxisBankSupport Hello support team, 
I applied axis bank credit card on 5 March 2022 and  Application no : C1-0000  ",11-03-2022 17:51,FALSE,0,0,1,Axis,Bangalore,India,FALSE
"Credit Card Spends Down 7% in Jan as Shoppers Go Easy Post Festive Splurge. 

Rs 88,000 cr: Month-on-Month decline  ",11-03-2022 07:06,FALSE,0,2,1,Axis,Bangalore,India,FALSE
I have applied for the free joining and annual fee Flipkart Axis Bank credit card but now i was charged withe this  ,11-03-2022 07:02,FALSE,0,1,1,Axis,Bangalore,India,FALSE
@flipkartsupport Please check and let me know the reason of my application decline. Your Credit Card application fo  ,11-03-2022 04:37,FALSE,0,0,-1,Axis,Bangalore,India,FALSE
@flipkartsupport Your Credit Card application for Axis Bank Flipkart Visa Credit Card with reference no 18742611 ha  ,11-03-2022 04:33,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBankSupport @flipkartsupport @Flipkart plz check and let me know the reason of decline of my application. Your  ,11-03-2022 04:32,FALSE,0,0,-1,Axis,Bangalore,India,FALSE
@AxisBankSupport We wish to inform you that the transaction of INR ****** on your Axis Bank Credit Card no. XX1079  ,11-03-2022 01:31,FALSE,0,0,0,Axis,Bangalore,India,FALSE
"@AxisBankSupport  my address is correct in Axis bank but got msg from Axis bank credit card department ""Attempt to  ",19-03-2022 04:15,FALSE,0,0,1,Axis,Delhi,India,FALSE
@AxisBankSupport @AxisBank I am a new vistara credit card customer but I donot have any bank account with axis bank  ,18-03-2022 20:17,TRUE,1,1,0,Axis,Delhi,India,FALSE
@airtelbank dummy reply just check before issuing credit card with axis bank,17-03-2022 18:36,FALSE,0,0,0,Axis,Delhi,India,FALSE
@Airtel_Presence @AxisBankSupport @TechnoFino see your airtel axis Bank card is not working on airtel thanks app ut  ,17-03-2022 17:08,TRUE,2,1,0,Axis,Delhi,India,FALSE
Flipkart Axis Bank Credit Card Fees And Charges | Flipkart Axis Bank Credit Card All Charges  ,17-03-2022 14:37,FALSE,0,0,0,Axis,Delhi,India,FALSE
Flipkart Axis Bank Credit Card Fees And Charges | Flipkart Axis Bank Cre...  ,17-03-2022 14:33,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBankSupport hey online transaction is enabled still I'm not able to pay with Flipkart Axis Bank credit card on  ,16-03-2022 09:04,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@finologyticker So here's the thing, Axis bank sent me a credit card even after refusing it to the customer care mu  ",15-03-2022 20:25,FALSE,0,1,-1,Axis,Delhi,India,FALSE
"Worst service by @AxisBank credit card team. Even after a week, my complaint is not resolved. Not received a single  ",15-03-2022 11:31,FALSE,0,4,-2,Axis,Delhi,India,FALSE
@cryptovegetor @TechnoFino Airtel Card has been approved in just 1 working day (applied via Customer Care) in addit  ,14-03-2022 17:27,FALSE,0,1,0,Axis,Delhi,India,FALSE
"@AxisBank 
Hello Axis Bank,

I had applied for Credit Card but it's got declined without any reason.
Would request  ",14-03-2022 15:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBank @airtelindia 
Dear Sir/Madam, 
I've some  feedbacks respect of Newly launched Airtel Axis Credit Card:
1)  ",14-03-2022 14:32,FALSE,0,1,1,Axis,Delhi,India,FALSE
@AxisBankSupport I applied axis bank credit card but still I haven't heard anything from your side. My  application  ,14-03-2022 09:29,FALSE,0,0,0,Axis,Delhi,India,FALSE
@cryptovegetor @TechnoFino I applied for the Airtel Axis Bank Credit Card through the Customer Care of Axis Bank tw  ,14-03-2022 09:00,FALSE,0,2,0,Axis,Delhi,India,FALSE
hello @AxisBank I had applied for @flipkartsupport @Flipkart  axis Bank credit card and also got the physical card  ,14-03-2022 08:53,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBank can you please help me in getting Flipkart voucher as you promised in your Flipkart Axis Bank credit card  ,14-03-2022 07:02,FALSE,0,0,1,Axis,Delhi,India,FALSE
@flipkartsupport  Its been around 3 months now since i have closed Flipkart Axis Bank Credit Card.. why I am still  ,14-03-2022 06:54,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@flipkartsupport ,@Flipkart  why you not fetching my Virtual Flipkart axis Bank credit card.?? My application was a  ",14-03-2022 06:35,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Google Pay Credit Card Offers, Eligibility &amp; More:  

Google Pay Credit Card in India

Google Pay has launched a c  ",14-03-2022 06:15,TRUE,1,0,0,Axis,Delhi,India,FALSE
@AxisBankSupport @AxisBank Hi team i applied for credit card from axis bank and i received response from axis bank  ,14-03-2022 04:41,FALSE,0,0,0,Axis,Delhi,India,FALSE
@flipkartsupport my Flipkart axis Bank credit card is approved and I also got physical card my card was approved  9  ,14-03-2022 01:48,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport the axis bank has issued a axis Vistara credit card with non existent CV ID, has charged annual fe  ",13-03-2022 03:53,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@flipkartsupport ,@Flipkart  why you not fetching my Virtual Flipkart axis Bank credit card.?? My application was a  ",12-03-2022 18:05,FALSE,0,0,0,Axis,Delhi,India,TRUE
"@AxisBank 
I got a call from one of your executive named himanshi. She told me that I will get 40% discount on axis  ",12-03-2022 17:54,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@flipkartsupport ,@Flipkart ,@AxisBank , @AxisBankSupport I applied for Flipkart axis credit card with offer of rs.  ",12-03-2022 14:24,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@Flipkart Got Flipkart Axis Bank Credit Card approximately one month ago,  but till today not able to use it. Every  ",12-03-2022 03:57,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Got Flipkart Axis Bank Credit Card approximately one month ago,  but till today not able to use it. Everytime make  ",12-03-2022 03:57,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport next received email on 26Feb. ""Thank you for applying forAxisBankCredit Card, the final decisio  ",11-03-2022 20:11,FALSE,0,0,1,Axis,Delhi,India,FALSE
"@AxisBankSupport Hi, I had applied for Credit Card on 23Feb. My biometrics is also collected 25Feb. Still awaiting  ",11-03-2022 19:41,FALSE,0,0,0,Axis,Delhi,India,FALSE
@Techaddictrs @stufflistings Or flipkart axis bank credit card se full payment pe 39000 ka ayega,11-03-2022 17:19,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport @RBI @RBIsays  Hello Axis bank credit card team, I have already paid credit card bill on 18 Feb an  ",11-03-2022 13:16,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBank  Hi Axis bank I have salary account with you since long and recently on call from Mr. Pramod from Gwalior  ,11-03-2022 09:19,FALSE,0,0,0,Axis,Delhi,India,FALSE
Know about the product and the proces in such a maaner they are not capable to provide the services.kindly reject t  ,11-03-2022 07:30,FALSE,0,0,0,Axis,Delhi,India,FALSE
"axisbank flipkartaxiscreditcard RBI 
I.ill apply for the flipkart axis credit card on 23 feb till now the the ky  ",11-03-2022 07:30,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBank 
I applied regarding  axis Bank credit card now status card is rejected I am working in SBI as a officer  ",11-03-2022 05:16,FALSE,0,0,-1,Axis,Delhi,India,FALSE
@AxisBankSupport @SarojNa00683865 Totally Wrost Service @AxisBank. I told them that creat a fd for 1 year but they  ,18-03-2022 11:57,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@AxisBankSupport @AxisBank 
I have already been waiting 2/3 months for my Welcome Amazon Voucher, why did you promi  ",18-03-2022 05:22,FALSE,0,1,1,Axis,Kolkata,India,FALSE
"@AxisBank @Flipkart 

I have applied for flipkart axis Bank credit card and I already did my first transaction 4 da  ",16-03-2022 11:36,FALSE,0,1,0,Axis,Kolkata,India,FALSE
@AxisBankSupport Applied for credit card last week. Biometric done on the same day. Received email - status would b  ,16-03-2022 08:46,FALSE,0,0,0,Axis,Kolkata,India,FALSE
@AxisBankSupport Applied for credit card last week. Biometric done on the same day. Received email - status would b  ,16-03-2022 08:42,FALSE,0,0,0,Axis,Kolkata,India,TRUE
"@AxisBankSupport @flipkartsupport 

Dear Axis bank and Flipkart

I got flipkart Axis bank credit card recently. In  ",15-03-2022 06:29,FALSE,0,0,0,Axis,Kolkata,India,FALSE
Recently few days ago am purchase a Flipkart axis Bank credit card and am already made many transactions but still  ,14-03-2022 13:46,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@AxisBankSupport Dear Axis Bank ,

I would like to update you unfortunately after using 4+ years Axis Bank account  ",13-03-2022 13:55,FALSE,0,0,0,Axis,Kolkata,India,FALSE
@AxisBank I'm a government officer having a good credit score but I don't understand why axis Bank taking so much t  ,12-03-2022 09:05,FALSE,0,0,1,Axis,Kolkata,India,FALSE
I'm a government officer having a good credit score but I don't understand why axis Bank taking so much time to pro  ,12-03-2022 09:03,FALSE,0,0,1,Axis,Kolkata,India,FALSE
@AxisBankSupport whats going onn? I have requested to deactivate my old Flipkart Axis Bank card and applied for new  ,11-03-2022 15:49,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"Totally fraud service, Flipkart said after applying the Flipkart axis Bank credit card you get 1000 rs Flipkart vou  ",11-03-2022 05:35,FALSE,0,0,-1,Axis,Kolkata,India,FALSE
"@flipkartsupport  apply for flipkart axis bank credit card, its been 4 days now to doc collection...nothing happend  ",11-03-2022 04:34,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@AxisBankSupport 
How much time will you Axis bank credit card application i have other banks option.",19-03-2022 02:30,FALSE,0,1,0,Axis,Mumbai,India,FALSE
@AxisBank is there any email address where I can raise query regarding any unauthorized transaction in my credit ca  ,18-03-2022 13:16,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBank @AxisBankSupport sabse bada chor to axis Bank hai Jo credit card band hone k baad payment chori karta hai  ,18-03-2022 01:40,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBank Thank you for applying for Axis Bank Flipkart Visa Credit Card. Your application ID is C1-00000019745025-  ,17-03-2022 17:56,FALSE,0,1,1,Axis,Mumbai,India,FALSE
@AxisBankSupport I don't have any axis Bank credit card why Am I getting this msg..my mobile number is 9920517194,17-03-2022 12:23,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AmirRizviSahab @AxisBank @AxisBankSupport @RBI @AxisBank is working, as it it had no responsibility.  My Axis Bank  ",17-03-2022 09:03,TRUE,1,1,0,Axis,Mumbai,India,FALSE
FestivalOfcolors just got more colorful. RUSSH app is gifting you Rs.750 Amazon voucher along with a lifetime fre  ,17-03-2022 06:42,FALSE,0,1,1,Axis,Mumbai,India,FALSE
"@goibibo How stupidly you manage portal. When I enter Axis credit card details, it gives this error &amp; when i enter  ",16-03-2022 16:36,FALSE,0,0,-2,Axis,Mumbai,India,FALSE
"Hi @AxisBank  @AxisBankSupport 

Please let me know the status for the below credit card application

Thank you for  ",16-03-2022 09:37,FALSE,0,1,0,Axis,Mumbai,India,FALSE
"Flipkart Axis Bank Credit Card surpasses 2 million users
 ",16-03-2022 09:08,FALSE,0,0,0,Axis,Mumbai,India,FALSE
Send mail at contact@russh.in within 15 days of receiving lifetime free credit card from Axis bank. Don't miss your  ,16-03-2022 07:19,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"Apply for Axis bank credit card from RUSSH App / website
After Axis approves application and you receive card phy  ",16-03-2022 07:11,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"Holi festival creditcard Offers Voucher Holi2022 
This HappyHoli offer from Russh app will add a splash to y  ",16-03-2022 05:38,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@airtelindia  Hey Airtel ! I have applied for Airtel Axis Bank Credit Card and im unable to track the status of my  ,16-03-2022 05:11,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBank
Hey, I have applied for Axis Credit Card and im unable track the status. If you can help me with this ple  ",16-03-2022 05:10,FALSE,0,1,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport 
Am applying for flipkart axis credit card
But it's not working
My address is changed so I have up  ",15-03-2022 08:42,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@jigs_jd1806 @IamRealDeven18 @ICICIBank @AxisBank I bet when u apply for Axis u will exp same..
I had same issues w  ",15-03-2022 08:07,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport Hi Team,
What is the process to close the Axis credit card?",15-03-2022 06:03,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@TechandTechnics @YouTube And in case anyone does not have Axis bank credit card, you can apply from RUSSH App (Axi  ",15-03-2022 05:35,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@profitxpo99 And in case anyone does not have Axis bank credit card, you can apply from RUSSH App (Axis Bank Partne  ",15-03-2022 05:35,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@SamalJoyprakash @flipkartsupport @Flipkart And in case anyone does not have Axis bank credit card, you can apply f  ",15-03-2022 05:33,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@nikhilraman57 @DealBeeOfficial And in case anyone does not have Axis bank credit card, you can apply from RUSSH Ap  ",15-03-2022 05:32,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@nikhil300693 @RealMonuRaj @DealBeeOfficial And in case anyone does not have Axis bank credit card, you can apply f  ",15-03-2022 05:32,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@DealBeeOfficial And in case anyone does not have Axis bank credit card, you can apply from RUSSH App (Axis Bank Pa  ",15-03-2022 05:31,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@CardMavenIn And in case anyone does not have Axis bank credit card, you can apply from RUSSH App (Axis Bank Partne  ",15-03-2022 05:30,TRUE,2,1,0,Axis,Mumbai,India,FALSE
"@ChargePlate_in And in case anyone does not have Axis bank credit card, you can apply from RUSSH App (Axis Bank Par  ",15-03-2022 04:07,TRUE,1,2,0,Axis,Mumbai,India,FALSE
"So from this i can understand Axis Flipkart Credit card doesn't have any Annual charges, No Joining fee..!! Thats g  ",14-03-2022 13:17,FALSE,0,2,0,Axis,Mumbai,India,FALSE
"@AxisBank @AxisBankSupport Still no updates on application of my Credit card.

Thank you for applying Axis Bank Cre  ",14-03-2022 07:10,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AxisBank Really :  I have a very healthy salary with Axis Bank since last 5 years
On request of your team I went a  ",13-03-2022 11:05,FALSE,0,0,1,Axis,Mumbai,India,FALSE
@AxisBankSupport I have checked my cibil score and it shows there is an active axis bank credit card however I don'  ,12-03-2022 12:25,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AxisBankSupport Mobile-8421052360 , Axis bank Credit card no-00002957,mail id-pradeeprajbhar31@gmail.com",11-03-2022 21:06,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBankSupport No support received from twitter or on phone niether online. Worst thing to have is a axis bank cr  ,11-03-2022 10:51,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBank My son has taken loan from credit card through axis bank and that time my husband was hospitalized and wh  ,11-03-2022 06:26,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"Digital credit card will be a precursor to other DIY products: Parag Rao, head  payments business and IT, HDFC Ban  ",18-03-2022 22:34,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank can I have the credit card teams handle,18-03-2022 14:18,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFC_Bank @HDFCBank_Cares I have been spammed to take a credit card until I take it. I was Said lifetime free, no  ",18-03-2022 03:02,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
Is it common for the auto-pay from your credit card to get cancelled even after you authorise for it? Or is it just  ,18-03-2022 01:46,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
" Flat 4500Rs  off on Hdfc Credit card + 1000Rs  off Coupon

 ",17-03-2022 19:11,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@CardMavenIn Hello @CardMavenIn ..Please Help With This This Is the Scenario Of My Dad HDFC Credit Card.He Is Usin  ,17-03-2022 11:12,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@TechnoFino @CardMavenIn @sagarbandodkar2 One More ..HDFC Bank Credit Card Is reporting my dad Card To CIBIL from C  ,17-03-2022 09:57,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"Dear @HDFC_Bank ,
Am I supposed to send Aadhar card, PAN card and Statement to your agent over Whatsapp for my Credit Card delivery ?",17-03-2022 08:36,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
"I do not want your 20k limit OneCard where I have an HDFC Jet Privilege Credit Card. Work within your team, without  ",16-03-2022 14:46,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@HDFC_Bank I am trying to apply for the credit card from the link I am getting from HDFC WhatsApp Banking. But the  ,15-03-2022 08:50,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"Hey @HDFC_Bank, Ive been trying to access my credit card account from your net banking website and I cant see my  ",15-03-2022 06:19,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"HDFC Bank Credit Card section failures.

@HDFC_Bank 

On card ending 7010 awaiting revert on activation of DINEOUT  ",14-03-2022 13:57,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
"In December 2020, RBI directed HDFC Bank stop all launches of its upcoming digital business-generating activities a  ",14-03-2022 12:17,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@creditcardz_in @HDFC_Bank @AxisBank @DinersClub I recently took Axis Magnus credit card, I called up customer care  ",14-03-2022 11:33,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"RBI RBL Bank and HDFC Bank are charging  
 customers heavily on credit card charges hope  they are  not following  ",14-03-2022 06:29,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank @HDFCBank_Cares been trying to solve my corp credit card issue since long but no HDFC employee is taking  ,13-03-2022 14:25,FALSE,0,0,-1,hdfc,Bangalore,India,FALSE
Couldnt able to link my credit card in HDFC app @HDFC_Bank @HDFCBank_Cares,12-03-2022 20:10,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFC_Bank it has been more than a month that a new credit card has been issued to me, but I am not able to make an  ",12-03-2022 19:05,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@RajivBJPCHD @idesibanda Sir but rbi ne hdfc ko bhi credit card ke liye new customers onboarding ban kar diya tha FYI.. example to ache do,12-03-2022 02:42,FALSE,0,1,-1,hdfc,Bangalore,India,FALSE
@HDFC_Bank Need credit payment details kindly call back. I have been trying to call you guys for 3months but am una  ,11-03-2022 12:10,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
"Credit Card Spends Down 7% in Jan as Shoppers Go Easy Post Festive Splurge. 

Rs 88,000 cr: Month-on-Month decline  ",11-03-2022 07:06,FALSE,0,2,1,hdfc,Bangalore,India,FALSE
"@HDFC_Bank It's been a couple of weeks since I applied for a credit card. When I enter my details on your website,  ",11-03-2022 06:23,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
RaviVisvesvarayaSharadaPrasad   ,18-03-2022 22:56,FALSE,0,0,0,hdfc,Delhi,India,FALSE
HDFC credit card sucks these days. No offers at all on Amazon/Flipkart.,18-03-2022 13:42,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares @HDFC_Bank I thought to apply for HDFC credit card, tried to connect with CCE for this on call, but  ",18-03-2022 09:15,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Payment to PSI Services from INDIAN credit card blocked. 
SBI, ICICI,HDFC bank said merchant is blocked. 
 HELP nee  ",18-03-2022 07:07,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Samsung m32 order kiya tha Samsung store se payment deduct hui 14250
Aur cancel hone pe refund aaya 12999 hdfc cred  ",18-03-2022 04:08,FALSE,0,0,1,hdfc,Delhi,India,FALSE
@HDFC_Bank Its been 2 months now since I applied for a premium credit card since. No responses from the concerned p  ,17-03-2022 16:30,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares @HDFC_Bank Applied for credit card on 06-03-22, Reference: 22C06051757450O1
After doing multiple fo  ",17-03-2022 14:32,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Free Free Free Free Free Free 
         Credit Card
     No Joining Fee
   No Annual Charges

LIC Credit Card  ",16-03-2022 18:45,FALSE,0,0,6,hdfc,Delhi,India,FALSE
"Dont make fools to customers , i want to surrender the card , take this small credit amount card another hand using  ",16-03-2022 18:08,TRUE,1,1,-1,hdfc,Delhi,India,FALSE
@HDFC_Bank @HDFCBank_Cares case id- 707326. ..issue still pending...resolve this asap. Biller not received the paym  ,16-03-2022 08:11,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFC_Bank @HDFCBank_Cares Applied for a new credit card online, application status is dispatch from last 10 days.  ",15-03-2022 10:06,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFC_Bank i have applied for a credit card on 1 march but no update. status is showing in process. When it will complete ?,15-03-2022 07:33,FALSE,0,0,0,hdfc,Delhi,India,FALSE
Hi @HDFC_Bank I have a  saving account and credit card... U charge 550 overlimit + 99 gst.. Already spoke to ur cus  ,15-03-2022 06:15,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@ICICIBank_Care Will close my bank account with ICICI. No such benifits. While other banks like RBL HDFC are givi  ,14-03-2022 17:20,FALSE,0,1,2,hdfc,Delhi,India,FALSE
@HDFCBank_Cares hi i am applying my credit card on 27 jan i complete all documents verification call everything now  ,14-03-2022 15:31,FALSE,0,0,0,hdfc,Delhi,India,FALSE
@HDFC_Bank how difficult is it to get a simple ques ans'd by ur team? My husband's Credit card has been compromised  ,14-03-2022 06:10,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFC_Bank I had got a car loan from hdfc bank and I have also paid it, they have blocked my No Objection Certifica  ",14-03-2022 02:06,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFC_Bank @HDFCBank_Cares I have a HDFC credit card and I am not able to register it in my netbanking, for this I  ",13-03-2022 06:06,FALSE,0,0,0,hdfc,Delhi,India,FALSE
How to Link HDFC Credit Card to Aadhaar Card &amp;8211; Step by Step guide  ,13-03-2022 02:19,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Hi,I have not paid to hdfc credit card bill m/o jan. 22 bank auto debit in my a/c @38148/- next month bill include  ",12-03-2022 09:40,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"I need pashu credit card loan
But PNB and hdfc bank not giving me",12-03-2022 06:30,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Still wonder why Banks doesnt release credit card variaants based on verified GST businesses. Like CA cards, Doctor  ",11-03-2022 15:14,FALSE,0,0,2,hdfc,Delhi,India,FALSE
@HDFCBank_Cares Had the worst of the experience using HDFC bank Millenia Credit Card from past 3 years. On applying  ,11-03-2022 07:06,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@KolkataPolice
HDFC bank calling me for purchase of Credit Card. I have requested many times to not to Call Me but  ",16-03-2022 10:09,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
HDFC Bank credit card showing payment debited please help  ,16-03-2022 07:40,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@RazorpayCare HDFC Bank credit card showing payment debited please help  ,16-03-2022 07:38,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@HDFC_Bank I dont want to receive one call from your loan division. Just because I have an account with you and I h  ,16-03-2022 05:01,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
"@HDFCBank_Cares @HDFC_Bank  
Is it compulsory to have accounts with HDFC bank to avail facility of HDFC Bank Credit Card?",15-03-2022 08:17,TRUE,1,0,0,hdfc,Kolkata,India,FALSE
"Dear @HDFCBank_Cares , I have requested through Eva to close my HDFC Credit Card in 2nd March, 2022. Got sms that t  ",15-03-2022 04:23,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
